,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,STUDENT ID
176,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,0,0,1,1,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,176
177,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,0,0,0,1,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,177
178,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,0,1,0,1,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,178
179,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,0,1,0,1,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,179
180,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,0,1,1,1,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,180
181,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,0,0,1,1,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,181
182,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,0,1,0,1,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,182
183,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,0,1,0,1,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,183
184,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,0,1,1,0,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,184
185,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,0,1,0,1,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,185
186,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,0,1,1,1,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,186
187,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,0,0,1,1,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,187
188,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,0,1,0,0,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,188
189,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,0,0,0,0,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,189
190,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,0,0,0,0,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,190
191,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,0,0,0,1,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,191
192,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,0,0,1,1,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,192
193,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,0,1,0,1,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,193
194,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,0,0,0,0,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,194
195,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,0,0,0,1,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,195
196,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,0,0,0,0,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,196
197,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,0,1,1,1,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,197
198,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,0,1,0,0,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,198
199,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,0,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,199
200,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,0,1,0,1,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,200
201,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,1,1,1,1,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,201
202,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,0,1,1,0,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,202
203,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,0,1,0,0,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,203
204,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,0,1,1,1,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,204
205,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,0,1,1,0,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,205
206,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,0,1,1,0,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,206
207,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,0,0,1,1,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,207
208,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,0,1,1,0,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,208
209,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,0,1,1,1,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,209
210,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,0,1,1,1,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,210
211,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,0,1,1,0,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,211
212,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,1,1,1,0,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,212
213,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,0,1,1,1,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,213
214,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,0,1,1,0,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,214
215,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,0,0,1,0,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,215
216,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,0,0,1,0,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,216
217,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,0,1,1,0,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,217
218,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,0,1,1,0,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,218
219,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,0,1,1,1,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,219
220,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,0,1,0,1,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,220
221,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,0,1,0,1,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,221
222,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,1,0,0,0,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,222
223,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,0,1,1,0,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,223
224,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,0,1,0,1,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,224
225,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,0,0,0,1,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,225
226,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,0,0,0,1,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,226
227,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,0,1,1,0,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,227
228,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,1,1,1,1,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,228
229,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,0,0,0,1,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,229
230,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,0,0,0,1,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,230
231,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,0,1,1,1,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,231
232,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,1,1,0,1,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,232
233,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,0,1,1,1,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,233
234,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,1,0,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6,234
235,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,0,0,0,1,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,235
236,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,0,0,1,1,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,236
237,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,0,0,0,0,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,237
238,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,0,0,0,1,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,238
239,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,0,0,0,0,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0,239
240,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,0,0,0,1,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,240
241,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,0,1,1,0,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,241
242,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,0,0,0,1,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,242
243,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,0,0,0,1,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,243
244,GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,0,1,1,0,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,244
245,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,0,0,0,0,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,245
246,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,0,0,0,0,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,246
247,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,0,0,0,0,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,247
248,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,0,1,0,0,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,248
249,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,0,0,1,0,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,249
250,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,0,0,0,0,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,250
251,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,1,1,0,0,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,251
252,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,0,0,0,0,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,252
253,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,0,0,0,1,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,253
254,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,0,0,0,0,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,254
255,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,0,1,0,1,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,255
256,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,0,1,1,1,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,256
257,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,0,1,0,0,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,257
258,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,0,0,0,1,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,258
259,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,0,0,1,1,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,259
260,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,0,1,1,0,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,260
261,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,0,1,1,0,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,261
262,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,0,0,0,1,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,262
263,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,0,0,0,1,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,263
264,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,0,1,1,1,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,264
265,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,0,1,1,1,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,265
266,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,0,0,1,1,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,266
267,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,0,0,1,1,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,267
268,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,0,1,1,1,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,268
269,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,0,1,0,0,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,269
270,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,0,1,1,1,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,270
271,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,0,1,1,1,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,271
272,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,1,0,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,272
273,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,0,1,1,1,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14,273
274,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,0,1,1,0,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,274
275,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,1,1,1,0,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,275
276,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,0,0,0,0,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,276
277,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,0,0,1,1,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,277
278,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,1,1,0,1,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,278
279,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,0,0,1,1,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,279
280,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,0,0,1,1,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,280
281,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,0,0,0,0,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,281
282,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,0,1,1,1,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,282
283,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,1,0,0,1,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,283
284,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,284
285,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,0,0,1,0,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,285
286,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,0,1,1,0,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19,286
287,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,0,1,1,0,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12,287
288,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,0,0,1,1,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,288
289,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,1,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,289
290,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,0,1,1,1,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,290
291,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,0,1,1,0,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15,291
292,GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,0,0,0,0,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13,292
293,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,0,1,1,0,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18,293
294,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,0,1,1,1,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,294
295,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,0,1,1,0,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11,295
296,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,0,1,1,1,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,296
297,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,0,1,1,0,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,297
298,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,0,1,1,0,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14,298
299,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,0,1,1,0,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,299
300,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,0,1,0,0,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11,300
301,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,0,0,1,0,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10,301
302,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,0,1,1,0,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14,302
303,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,0,1,1,1,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18,303
304,GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,0,1,0,1,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,304
305,GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,0,1,1,1,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,305
306,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,0,0,0,1,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18,306
307,GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,0,1,1,0,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8,307
308,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,0,0,0,1,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12,308
309,GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,1,1,0,1,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10,309
310,GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,0,0,0,1,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0,310
311,GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,0,1,0,0,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13,311
312,GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,0,0,0,0,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11,312
313,GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,0,1,1,0,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11,313
314,GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,0,0,0,0,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13,314
315,GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,0,0,0,0,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,315
316,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,0,1,1,1,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,316
317,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,0,1,1,1,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,317
318,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,0,1,1,1,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10,318
319,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,0,1,1,0,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11,319
320,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,0,1,1,0,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,320
321,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9,321
322,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,0,1,1,1,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,322
323,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,0,1,0,0,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,323
324,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,0,0,0,0,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15,324
325,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,0,0,0,1,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,325
326,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,0,0,0,1,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,326
327,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,0,1,0,0,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10,327
328,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,0,1,1,1,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,328
329,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,0,1,1,0,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14,329
330,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,0,1,0,1,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8,330
331,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,0,1,0,0,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,331
332,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,0,0,0,1,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0,332
333,GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,0,0,0,1,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,333
334,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,0,0,0,1,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0,334
335,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,0,0,0,0,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15,335
336,GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,0,0,1,0,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13,336
337,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,0,1,1,0,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0,337
338,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,0,1,0,0,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,338
339,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,0,1,1,0,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10,339
340,GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,0,0,1,1,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,340
341,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,0,1,0,1,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,341
342,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,0,0,0,1,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,342
343,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,0,1,0,0,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0,343
344,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,0,1,0,0,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10,344
345,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,0,0,0,0,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14,345
346,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,0,0,0,0,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16,346
347,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,0,1,1,0,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9,347
348,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,0,1,1,1,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,348
349,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,0,1,0,0,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13,349
350,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,0,0,0,0,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8,350
351,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,0,1,1,0,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13,351
352,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,0,0,0,0,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8,352
