,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,STUDENT ID
176,GP,M,15,U,LE3,T,1,2,other,other,course,mother,2,1,0,0,0,0,1,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10,176
177,GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,0,0,0,0,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8,177
178,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,0,0,0,1,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,178
179,GP,M,17,U,GT3,T,3,2,services,services,course,mother,2,1,3,0,1,0,1,no,no,no,no,4,5,2,1,1,2,10,8,7,8,179
180,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,0,0,0,0,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11,180
181,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,0,0,0,0,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,181
182,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,0,1,0,0,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,182
183,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,0,1,0,0,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,183
184,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,0,1,0,1,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,184
185,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,0,1,0,1,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,185
186,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,0,1,0,1,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,186
187,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,0,0,0,1,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,187
188,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,0,1,0,1,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,188
189,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,0,0,0,1,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,189
190,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,0,0,0,1,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,190
191,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,0,0,0,1,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,191
192,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,0,1,0,1,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,192
193,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,0,1,1,1,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,193
194,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,0,1,1,1,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,194
195,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,0,0,0,1,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,195
196,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,0,1,0,1,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,196
197,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,0,1,0,1,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,197
198,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,0,1,0,0,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,198
199,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,0,1,0,1,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,199
200,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,0,1,0,1,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,200
201,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,0,0,0,1,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,201
202,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,0,1,0,0,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,202
203,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,0,0,0,0,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10,203
204,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,0,0,0,0,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13,204
205,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,0,0,0,1,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,205
206,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,0,0,0,1,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,206
207,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,0,1,0,1,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10,207
208,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,0,0,0,0,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12,208
209,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,0,0,0,1,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,209
210,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,0,0,0,0,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14,210
211,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,0,1,0,1,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12,211
212,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,0,1,0,0,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16,212
213,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,0,0,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11,213
214,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,0,1,0,1,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15,214
215,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,1,1,0,1,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12,215
216,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,0,1,0,0,no,yes,no,no,4,4,4,1,3,1,0,14,15,15,216
217,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,0,1,0,0,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13,217
218,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,0,1,0,1,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13,218
219,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,0,1,1,0,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8,219
220,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,0,0,1,0,0,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12,220
221,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,0,0,0,1,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15,221
222,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,0,1,0,0,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13,222
223,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,0,1,0,1,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12,223
224,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,0,1,0,1,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12,224
225,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,0,1,0,0,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12,225
226,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,1,1,0,0,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13,226
227,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,0,0,1,0,1,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11,227
228,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,0,1,0,0,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11,228
229,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,0,0,0,0,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15,229
230,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,0,0,0,0,0,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10,230
231,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,0,0,1,0,0,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10,231
232,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,0,1,0,0,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13,232
233,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,0,1,0,1,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13,233
234,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,0,1,0,1,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11,234
235,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,0,0,1,0,1,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12,235
236,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,1,0,0,0,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14,236
237,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,3,0,1,1,0,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10,237
238,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,0,1,0,1,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16,238
239,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,0,0,0,0,1,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8,239
240,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,0,0,0,1,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17,240
241,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,0,1,0,0,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11,241
242,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,1,1,0,1,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11,242
243,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,0,0,0,1,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16,243
244,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,0,0,0,1,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12,244
245,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,0,1,0,1,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13,245
246,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,1,1,0,1,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13,246
247,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,0,1,0,1,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14,247
248,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,0,0,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9,248
249,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,0,0,0,1,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12,249
250,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,0,0,0,1,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16,250
251,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,0,0,0,0,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10,251
252,GP,F,16,U,GT3,A,4,1,other,other,home,mother,1,2,0,0,0,0,1,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13,252
253,GP,F,18,U,LE3,A,2,4,services,other,course,mother,2,2,1,0,1,0,0,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10,253
254,GP,F,18,U,LE3,T,2,2,at_home,services,course,mother,1,2,1,0,1,0,0,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10,254
255,GP,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,1,0,0,0,0,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7,255
256,GP,M,18,U,GT3,T,2,2,other,at_home,course,other,1,1,1,0,1,0,1,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8,256
257,GP,M,17,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,0,1,0,1,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9,257
258,GP,F,17,U,GT3,T,3,2,other,other,course,father,1,2,0,0,0,0,1,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15,258
259,GP,F,17,U,LE3,T,1,1,at_home,at_home,course,mother,1,3,0,0,1,0,1,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10,259
260,GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,0,0,0,0,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11,260
261,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,0,0,0,1,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13,261
262,GP,F,17,R,LE3,A,1,4,other,other,course,other,4,1,1,0,1,0,0,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8,262
263,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,0,0,0,0,0,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8,263
264,GP,F,17,U,LE3,A,2,2,other,other,home,mother,1,1,1,0,1,0,0,no,no,yes,no,3,1,2,1,1,1,8,11,9,10,264
265,GP,F,17,R,LE3,T,1,1,at_home,other,course,mother,2,3,0,0,0,0,1,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15,265
266,GP,F,17,U,LE3,A,4,2,teacher,other,course,mother,1,2,0,0,1,0,1,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14,266
267,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,0,0,0,1,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,267
268,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,0,1,0,0,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12,268
269,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,0,0,0,1,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,269
270,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,0,0,1,1,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,270
271,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,0,1,1,0,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12,271
272,GP,M,17,R,GT3,T,1,1,other,other,home,father,2,3,0,0,0,0,0,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15,272
273,GP,F,17,U,GT3,T,3,3,services,other,home,mother,2,3,0,0,1,0,0,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11,273
274,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,1,0,0,0,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10,274
275,GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,0,1,0,0,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11,275
276,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,0,0,0,0,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16,276
277,GP,F,17,U,GT3,T,1,1,other,services,course,father,1,2,0,0,1,0,0,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11,277
278,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,0,0,0,0,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13,278
279,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,0,0,0,0,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5,279
280,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,0,0,1,0,0,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10,280
281,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,0,0,0,0,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11,281
282,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,0,0,0,0,0,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7,282
283,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,1,1,1,0,0,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10,283
284,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,0,0,0,0,no,no,yes,no,3,2,5,2,5,5,4,7,8,6,284
285,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,0,0,0,1,no,yes,no,no,3,3,2,1,3,3,2,14,13,12,285
286,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,0,0,0,0,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13,286
287,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,0,1,0,1,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10,287
288,GP,F,18,U,LE3,A,2,1,other,other,course,mother,1,2,0,0,1,0,0,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13,288
289,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,0,1,0,1,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17,289
290,GP,F,19,U,GT3,T,2,2,services,services,home,mother,1,2,0,0,1,0,0,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11,290
291,GP,M,18,U,LE3,T,2,1,services,other,course,mother,3,2,1,0,0,0,1,no,no,yes,no,4,4,5,4,4,5,4,11,10,11,291
292,GP,F,17,R,GT3,T,4,2,other,other,course,mother,1,3,0,0,1,0,1,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14,292
293,GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,0,1,0,0,no,yes,no,no,4,4,3,2,3,3,4,11,12,14,293
294,GP,F,18,R,GT3,T,2,2,other,other,home,mother,1,2,0,1,0,0,0,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13,294
295,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,0,1,0,0,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14,295
296,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,0,0,0,1,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16,296
297,GP,M,17,R,GT3,T,2,2,other,services,other,mother,2,1,0,0,0,0,0,no,no,no,no,5,2,2,1,1,4,0,9,10,10,297
298,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,0,0,0,1,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,298
299,GP,F,20,R,GT3,T,2,1,other,other,course,other,2,2,0,0,1,1,1,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12,299
300,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,0,1,0,0,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15,300
301,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,0,1,0,0,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11,301
302,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,0,0,0,1,no,yes,no,no,5,3,2,1,1,3,2,10,11,12,302
303,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,0,0,0,1,no,yes,no,no,3,2,3,1,1,4,2,15,12,13,303
304,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,0,1,0,1,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,304
305,GP,M,17,U,GT3,T,2,2,other,other,home,father,2,1,0,0,0,0,0,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9,305
306,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,0,1,0,1,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16,306
307,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,0,0,0,1,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,307
308,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,0,0,0,1,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12,308
309,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,0,1,0,1,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,309
310,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,0,1,0,0,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10,310
311,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,0,0,1,0,1,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12,311
312,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,0,1,0,1,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,312
313,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,0,0,no,yes,no,no,4,4,3,1,1,3,2,13,13,13,313
314,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,0,1,0,1,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18,314
315,GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,0,1,0,0,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15,315
316,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,0,1,0,0,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16,316
317,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,1,1,0,0,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,317
318,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,0,0,0,0,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10,318
319,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,0,0,0,1,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12,319
320,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,1,1,0,1,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,320
321,GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3,3,0,0,1,0,0,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15,321
322,GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1,2,1,1,1,0,0,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10,322
323,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,0,0,0,1,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10,323
324,GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,0,0,0,0,no,no,yes,no,3,4,4,2,4,4,10,10,10,11,324
325,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,0,0,0,1,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,325
326,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,0,0,0,0,0,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13,326
327,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,0,1,0,1,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,327
328,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,1,0,0,1,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,328
329,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,329
330,GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,0,0,0,1,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14,330
331,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,0,0,0,0,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12,331
332,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,0,1,0,0,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18,332
333,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,0,1,0,0,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14,333
334,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,0,0,0,1,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15,334
335,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,0,1,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17,335
336,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,0,1,0,1,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,336
337,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,0,1,0,0,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18,337
338,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,0,1,0,0,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19,338
339,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,0,1,0,1,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15,339
340,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,0,1,0,0,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15,340
341,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,0,1,0,1,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13,341
342,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,0,1,0,0,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14,342
343,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,0,1,0,0,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17,343
344,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,0,1,0,0,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17,344
345,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,0,1,1,0,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15,345
346,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,0,0,0,0,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13,346
347,GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,0,1,0,1,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8,347
348,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,0,1,0,0,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16,348
349,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,0,1,0,1,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18,349
350,GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,2,3,1,0,0,0,1,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11,350
351,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,2,0,0,0,1,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15,351
352,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,0,0,0,0,1,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11,352
